record_type,facet,component,source_id,source_title_or_spec,source_kind,screening_status,current_evidence_level,supported_claim_or_status,limitations,argo_connection,missing_full_read_or_experiment,contribution_tag,tag_status,local_basis,note
component_attribution,,Typed research-object taxonomy and immutable context/evidence graph,local:argo-decision-contract,ARGO contracts,software/component,component_ledger,PRIMARY_SPEC_OR_CODE,ARGO locally specifies Objective→Gap→PriorWork→Mechanism→Hypothesis→Design→Experiment→Evidence→Result→Decision→Closure validation and scoped closure.,"EviGraph and claim-aware observability already supply typed evidence relations; XScientist adds an exploration DAG with claim-to-node anchors, and ScientistOne adds claim-specific evidence chains. No native ARGO implementation or revalidation exists.","Planned canonical research state independent of transcripts, compaction, and model memory.",Complete source archaeology; implement canonical IDs/events/projection; mutation/deletion/reorder/cross-instance/replay/adversarial tests; matched evaluation.,RE_DERIVED/MODIFIED_CANDIDATE,"attribution narrowed by EviGraph, claim-aware observability, XScientist, and ScientistOne; planned only",docs/argo/migration-plan.md M1-M3; docs/argo/research-decision-contract.md; docs/argo/thesis-contribution-ledger.md; alphaxiv:2608.18312; paper/sources/prior-work-round2-source-receipts.json SHA-256 6cd22b1075a15f22b7aad008a57f8d30d300aa9ae988289764a85dbff713d1cc; paper/sources/claim-locators.json SHA-256 efb9fd1577e01c59eb6af43a34ef4dfcbf0abe40eb4a2c1ff9d2fb7b71be5154; alphaxiv:2607.12301; alphaxiv:2605.26340; paper/sources/prior-work-round3-source-receipts.json SHA-256 5ab6543adb8a19390e50ac615676e6f5dce77d282f3e3da633dae1ffb2f8c217; paper/sources/claim-locators.json SHA-256 efb9fd1577e01c59eb6af43a34ef4dfcbf0abe40eb4a2c1ff9d2fb7b71be5154; alphaxiv:2005.11401; paper/sources/foundations-round4-source-receipts.json SHA-256 5420142a7260269e40c1e9b78b8a6bc3d234a12e2bdedfa6a0270138a5529695; paper/sources/claim-locators.json SHA-256 efb9fd1577e01c59eb6af43a34ef4dfcbf0abe40eb4a2c1ff9d2fb7b71be5154,
component_attribution,,Three-object protocol identity and comparison/admission gate,local:argo-decision-contract,ARGO contracts,software/component,component_ledger,PRIMARY_SPEC_OR_CODE,"The revised design separates the invariant protocol key, per-arm receipts, and the planned-contrast manifest.","Rethinking Harness Evaluation and HarnessOpt-Bench already require matched budgets, task-level-search controls, inaccessible held-out state, and candidate audit. The exact invariant-key + arm-receipt + planned-contrast residual remains unclassified and unimplemented.","Planned comparison gate that must measure false acceptance, false rejection, and cost under treatment-neutral evaluation.","Formalize the residual; implement canonicalization/content IDs; test compatible/corrupted contrasts, hidden-state access, budget parity, false acceptance/rejection, and cost.",UNCLASSIFIED,attribution withheld after matched-budget and trusted-held-out prior-work comparison; planned only,docs/argo/research-decision-contract.md; docs/argo/migration-plan.md M1/M3/M4; docs/argo/thesis-contribution-ledger.md; alphaxiv:2607.12227; alphaxiv:2608.06301; paper/sources/prior-work-round3-source-receipts.json SHA-256 5ab6543adb8a19390e50ac615676e6f5dce77d282f3e3da633dae1ffb2f8c217; paper/sources/claim-locators.json SHA-256 efb9fd1577e01c59eb6af43a34ef4dfcbf0abe40eb4a2c1ff9d2fb7b71be5154,
component_attribution,,Independent scientific admission/evaluator and approval gates,local:argo-decision-contract,ARGO contracts,software/component,component_ledger,PRIMARY_SPEC_OR_CODE,"The design calls for independent critique, preregistration, falsifiers, human authority, and fail-closed evidence gates.","Currently prose only; evaluator/governance prior art, independence, calibration, false blocks, and burden remain unresolved.",Planned separation of proposer/executor/evaluator/release authority.,"Complete full reads; implement identity/independence contracts; run self-grade, correlated-grade, bypass, calibration, and human-burden experiments.",UNCLASSIFIED,attribution withheld; planned only,docs/argo/research-decision-contract.md; docs/argo/paper-pipeline-contract.md,
component_attribution,,Research-refine versus engine-refine separation,local:argo-decision-contract,ARGO contracts,software/component,component_ledger,PRIMARY_SPEC_OR_CODE,"The plan separates instance-graph updates from proposals to change prompts, memories, skills, roles, routing, or tools and requires held-out promotion/rollback.","RSEA, Evo-Bench, Regimes, and Autogenesis already supply held-out context selection, evaluator isolation, auditable promotion, versioned lifecycle, and rollback. The exact typed cross-lineage noninterference residual remains UNCLASSIFIED; no ARGO implementation or held-out evidence exists.",Designed to prevent engine self-improvement from manufacturing scientific evidence or closures.,"Implement scientific/engine state and capability boundaries; include matched task-level-search controls and inaccessible held-out evaluation; test contamination, promotion, rollback, and cross-instance behavior.",RE_DERIVED/MODIFIED_CANDIDATE,"attribution narrowed by RSEA, Evo-Bench, Regimes, Autogenesis, and counterevaluation; planned only",docs/argo/migration-plan.md M6; docs/argo/agent-brief.md; docs/argo/thesis-contribution-ledger.md; alphaxiv:2606.28374; alphaxiv:2608.09096; alphaxiv:2606.10241; paper/sources/prior-work-round2-source-receipts.json SHA-256 6cd22b1075a15f22b7aad008a57f8d30d300aa9ae988289764a85dbff713d1cc; paper/sources/claim-locators.json SHA-256 efb9fd1577e01c59eb6af43a34ef4dfcbf0abe40eb4a2c1ff9d2fb7b71be5154; alphaxiv:2604.15034; alphaxiv:2607.12227; alphaxiv:2608.06301; paper/sources/prior-work-round3-source-receipts.json SHA-256 5ab6543adb8a19390e50ac615676e6f5dce77d282f3e3da633dae1ffb2f8c217; paper/sources/claim-locators.json SHA-256 efb9fd1577e01c59eb6af43a34ef4dfcbf0abe40eb4a2c1ff9d2fb7b71be5154; alphaxiv:2303.11366; paper/sources/foundations-round4-source-receipts.json SHA-256 5420142a7260269e40c1e9b78b8a6bc3d234a12e2bdedfa6a0270138a5529695; paper/sources/claim-locators.json SHA-256 efb9fd1577e01c59eb6af43a34ef4dfcbf0abe40eb4a2c1ff9d2fb7b71be5154,
component_attribution,,"Closed-world paper evidence snapshot, PaperIR, claim/citation/result lineage, and immutable build",local:argo-paper-contract,ARGO paper pipeline contract,software/component,component_ledger,PRIMARY_SPEC_OR_CODE,A detailed local design contract exists for downstream evidence-grounded paper generation and human release.,"EviGraph, claim locking/observability, XScientist, and ScientistOne already cover graph-gated manuscripts, claim-aware lineage, portable research artifacts, claim-typed evidence-tagged representations, and draft verification. The OpenResearch validator remains a development instrument, not the proposed native service.",Planned paper pipeline that cannot promote discovery snippets or session prose into evidence.,Implement negative fixtures and deterministic renderer/compiler; end-to-end claim/citation/numeric/attribution/staleness/compaction/session-delete/release tests.,RE_DERIVED/MODIFIED_CANDIDATE,"attribution narrowed by EviGraph, claim locking/observability, XScientist, and ScientistOne; planned only",docs/argo/paper-pipeline-contract.md; docs/argo/migration-plan.md M7; docs/argo/thesis-contribution-ledger.md; alphaxiv:2608.25336; alphaxiv:2608.18312; paper/sources/prior-work-round2-source-receipts.json SHA-256 6cd22b1075a15f22b7aad008a57f8d30d300aa9ae988289764a85dbff713d1cc; paper/sources/claim-locators.json SHA-256 efb9fd1577e01c59eb6af43a34ef4dfcbf0abe40eb4a2c1ff9d2fb7b71be5154; alphaxiv:2607.12301; alphaxiv:2605.26340; paper/sources/prior-work-round3-source-receipts.json SHA-256 5ab6543adb8a19390e50ac615676e6f5dce77d282f3e3da633dae1ffb2f8c217; paper/sources/claim-locators.json SHA-256 efb9fd1577e01c59eb6af43a34ef4dfcbf0abe40eb4a2c1ff9d2fb7b71be5154,
component_attribution,,Read-only OpenResearch receipt importer and native lifecycle boundary,local:argo-openresearch-boundary,ARGO local OpenResearch lifecycle-boundary designation,internal design spec,component_ledger,PRIMARY_SPEC_OR_CODE,The local ARGO plan specifies a future read-only importer and explicitly avoids a second run registry.,"This is a planned integration contract, not implemented code and not independent verification of OpenResearch behavior.",Modify the inherited host with capability-gated receipt ingestion while leaving run lifecycle external initially.,Pin OpenResearch source; implement importer; reject stale/unrelated/mutable/incomparable receipts; test exact ID/commit/command/env/stdout/artifact hashes.,MODIFIED,provisional integration; planned only,docs/argo/research-foundations.md; docs/argo/migration-plan.md M4,
component_attribution,,"Personalized-memory consent, isolation, correction, expiry, and forgetting controls",local:prime-v0.9.1-source,Prime Agent v0.9.1 local source (Continual Harness paper remains separate prior work),software/source plus internal design gap,component_ledger,PRIMARY_SPEC_OR_CODE,"The inherited memory store exists, but the local review protocol explicitly requires consent, isolation, correction, and forgetting questions.",No design contract or implementation yet fully specifies these controls; no personalized-memory full read exists.,Would modify inherited Continual Harness memory semantics rather than claim a new memory substrate.,"Full-read privacy/personalization sources; define user-control contract; run cross-user leak, provenance, correction, deletion, expiry, stale-preference, and rollback tests.",MODIFIED,provisional extension; not implemented,docs/argo/literature-review-protocol.md; prime-agent-runtime/src/rlm/harness.py; docs/argo/thesis-contribution-ledger.md,
component_attribution,,ARGO-branded CLI and TUI product surface,local:prime-v0.9.1-source,Prime Agent base plus ARGO migration plan,software/component,component_ledger,PRIMARY_SPEC_OR_CODE,The plan says naming follows stable native behavior and preserves upstream attribution.,No ARGO CLI/TUI implementation exists; a rename alone is not a contribution.,Final product-surface migration after native research paths pass compatibility tests.,"Implement only after resume authorization; run installer, daemon attach/recovery, REPL/RLM/refine/research/paper workflow and usability tests.",MODIFIED,provisional; blocked until behavioral migration,docs/argo/migration-plan.md M8; docs/argo/agent-brief.md; docs/argo/thesis-contribution-ledger.md,
component_attribution,,OpenResearch experiment branch/run lifecycle and run receipts,external:openresearch-cli-unpinned,OpenResearch CLI external spec/code receipt (not yet pinned),external software/spec gap,component_ledger,NONE,No independent external-software claim is supported at present. Only the separate local ARGO design record says which lifecycle role ARGO assigns to OpenResearch.,"Without a pinned primary spec/code receipt, external semantics, invariants, and enforcement must remain unverified.",External oracle consumed through a future read-only boundary.,Pin source/version and receipt schema; validate identity and import; report external ownership explicitly.,EXTERNAL_ORACLE,designated external authority; external semantics unverified,"Named by docs/argo/research-foundations.md; local operational binary reports version 0.1.117, but no pinned source/spec bytes, hash, or locator are retained",
component_attribution,,Private Python migration-contract oracle suite,local:migration-oracle,Private same-project development oracle,software/component,component_ledger,PRIMARY_SPEC_OR_CODE,Migration state records a private oracle commit and explicitly denies it runtime authority.,Neither external oracle nor proof of native behavior; private artifacts cannot become public runtime dependencies.,Language-neutral fixtures and regression reference only.,"Preserve independent fixtures; require failing-first TypeScript tests, byte parity where applicable, native integration tests, and no runtime import.",DEVELOPMENT_INSTRUMENT,primary local validation record; no runtime authority,docs/argo/migration-state.json (oracle commit dc35e50); docs/argo/agent-brief.md,
component_attribution,,"External test-instance rules, data, and identity-bound outcomes",external:test-instances,External evaluation instances,software/component,component_ledger,PRIMARY_SPEC_OR_CODE,"External systems supply scoped rules, data, evaluator behavior, and any identity-bound external outcome; ARGO does not create them.","External facts do not prove harness efficacy, mechanism attribution, or generality.",External facts remain explicitly scoped EXTERNAL_ORACLE records.,Freeze contracts/data/licenses/protocols; separate historical and prospective evidence; stock-Prime control; report failures and no global generalization.,EXTERNAL_ORACLE,external instance/benchmark authority,Authoritative instance packages/notices and identity-bound human-reported outcomes; exact private paths retained outside public paper.,
component_attribution,,Current Test Instance B planning record and provenance-recovery receipt,local:test-instance-b-planning,Internal planning record and recovery receipt,internal planning record,component_ledger,PRIMARY_SPEC_OR_CODE,The current planning pointer records prefit role/provenance work; its receipt resolves twelve references semantically and preserves one invalid manifest/archive binding.,"The planning path is mutable and is not a run, result, external oracle, immutable record, or efficacy evidence.",Planning/development state only; freeze a successor operational protocol after remaining gates.,Preserve the invalid reference; complete remaining gates; never combine this row with external outcome authority.,INTERNAL_PLANNING_RECORD,no product contribution tag,dv-rd-0004 current SHA-256 1a61ae9566a6b3717b4c61064fdfbf5619f0fbb389c099ad42482584ffd04941; recovery receipt SHA-256 2f7e29d58bf628d1a2be77deaf167d9dd8bf5c0216122a28c17f0b092886f87c,
facet_evidence,decision heuristics,,alphaxiv:2608.03501,Can LLM design high-quality experiments? A Comprehensive and Systematic Benchmark on Autonomous Experimental Design,paper,recorded_full_read,FULL_PAPER_READ,"SCOPE separates high-level experiment planning from low-level resource configuration, reports that naive search alone is not reliably beneficial, and evaluates stage isolation as a structured alternative.","SCOPE is paper-derived, uses LLM-as-judge with human agreement checks, and does not establish effects for this model, task population, or context graph.",Direct basis for separating retrieval access from a stage-isolated decision/evidence protocol in Study A.,"Run a local matched, condition-blind study under the root-authored protocol; no prior-paper effect is a local result.",,,"paper/sources/adaptive-round5-source-receipts.json (SHA-256 fbac48165890d3d91213d96b3708bf32d3184434c68b2f036dadede958576510); paper/sources/reports/2608.03501.txt (22818 bytes; SHA-256 13178353f78e21384ee8c6cab94cd01a916df00f6a579b02f53e4c2ebbf44e83); paper/sources/arxiv/2608.03501.tar.gz (924496 bytes; SHA-256 b747ca209f5ad2b53dcfd82b191fd94844dc7a63b7f1f560c05c1eea0c7c5b00); extracted TeX: paper/sources/tex/2608.03501; members manifest SHA-256 c77a4f3f75bba8b6eeed66899c577c3ffb02e4c7033a79b0eba2446a1018bc75; claim locators scope_search_counterevidence, scope_stage_isolation_mechanism, scope_stage_isolation_ablation in paper/sources/claim-locators.json (SHA-256 2ff24c33b8cf569be8972dd5f886ea59fafcf50782fc8bd2541a092dac03f1ab); metadata receipt SHA-256 6bf6c654a65627adfa8670e664cb62c85f04977a17d5ef75bd744e232ee24e80",adaptive-round5 root-agent research
facet_evidence,evaluators,,alphaxiv:2606.07591,ResearchClawBench: A Benchmark for End-to-End Autonomous Scientific Research,paper,recorded_full_read,FULL_PAPER_READ,"ResearchClawBench packages hidden-target, paper-derived tasks with related literature, raw data, and expert-weighted multimodal rubrics for end-to-end research evaluation.","Tasks are dry-lab, scoring emphasizes final reports over fine-grained process, and target-paper rubrics cannot independently establish truly novel discovery.","Candidate public task packaging and hidden-target evaluation pattern for Study A, with added process metrics required.","Run a local matched, condition-blind study under the root-authored protocol; no prior-paper effect is a local result.",,,"paper/sources/adaptive-round5-source-receipts.json (SHA-256 fbac48165890d3d91213d96b3708bf32d3184434c68b2f036dadede958576510); paper/sources/reports/2606.07591.txt (20508 bytes; SHA-256 a289df8109e48117c582979130a03fe476f7ae5322794f09902ae3e60a49741a); paper/sources/arxiv/2606.07591.tar.gz (12549509 bytes; SHA-256 a55654045936f0a5c2879b6202247136748e17056798103bf6b61e6c2c826284); extracted TeX: paper/sources/tex/2606.07591; members manifest SHA-256 4a0d31cd2fe93a2bdb56d07365468b47e948b5c901e7089abe17d8300e9ae684; claim locators researchclaw_hidden_target_rubric, researchclaw_report_scoring_limit in paper/sources/claim-locators.json (SHA-256 2ff24c33b8cf569be8972dd5f886ea59fafcf50782fc8bd2541a092dac03f1ab); metadata receipt SHA-256 6bf6c654a65627adfa8670e664cb62c85f04977a17d5ef75bd744e232ee24e80",adaptive-round5 root-agent research
facet_evidence,continual adaptation,,alphaxiv:2606.11926,Toward Generalist Autonomous Research via Hypothesis-Tree Refinement,paper,recorded_full_read,FULL_PAPER_READ,Arbor uses a persistent hypothesis tree plus upward insight propagation and a held-out merge gate; matched ablations distinguish tree structure from semantic insight memory.,"The task suite is a narrow initial probe, objectives are fixed scalars, and published runs consume large token budgets; full scientific generality remains open.",Direct analogue for deferred Study B: flat queue versus tree versus tree-plus-insight under held-out admission.,"Run a local matched, condition-blind study under the root-authored protocol; no prior-paper effect is a local result.",,,"paper/sources/adaptive-round5-source-receipts.json (SHA-256 fbac48165890d3d91213d96b3708bf32d3184434c68b2f036dadede958576510); paper/sources/reports/2606.11926.txt (24006 bytes; SHA-256 6c46df5558fd9694619606ede15b0cbccafa6bad16e4f6832247b348c3e59947); paper/sources/arxiv/2606.11926.tar.gz (6689936 bytes; SHA-256 d0ba705db10b26535fb2bdd13d11b9175c94c47e54cbb37bf99d214d937c4adc); extracted TeX: paper/sources/tex/2606.11926; members manifest SHA-256 0ad86400d57b3c12a273b59b30b52f24878a1d3031a1c273f965819c703a6616; claim locators arbor_tree_insight_ablation, arbor_scope_objective_limit in paper/sources/claim-locators.json (SHA-256 2ff24c33b8cf569be8972dd5f886ea59fafcf50782fc8bd2541a092dac03f1ab); metadata receipt SHA-256 6bf6c654a65627adfa8670e664cb62c85f04977a17d5ef75bd744e232ee24e80",adaptive-round5 root-agent research
facet_evidence,working context,,alphaxiv:2608.01913,Diagnosing Search Behavior and Failure Modes in Long-Horizon Search Agents,paper,recorded_full_read,FULL_PAPER_READ,"Trajectory-level search diagnostics separate retrieval from utilization gaps and measure evidence gain, redundant search, context use, and stopping under a fixed retriever and harness.",Results are diagnostic for search benchmarks and six agents; aggregate correlations are descriptive and do not prove a context graph improves experimental design.,"Supplies retrieval-gap, utilization-gap, productive-episode, redundancy, and evidence-saturation measurements.","Run a local matched, condition-blind study under the root-authored protocol; no prior-paper effect is a local result.",,,"paper/sources/adaptive-round5-source-receipts.json (SHA-256 fbac48165890d3d91213d96b3708bf32d3184434c68b2f036dadede958576510); paper/sources/reports/2608.01913.txt (18759 bytes; SHA-256 f0392c251a7e670f9e2546db0d4954a463fb596aa6e09540bb3323664d792181); paper/sources/arxiv/2608.01913.tar.gz (336131 bytes; SHA-256 d6f921ad9f8467fb182b70ee7023780d37b665669a31bf7005fc77ab956f9b41); extracted TeX: paper/sources/tex/2608.01913; members manifest SHA-256 585e50841549bed5d107179cab1d90fc053c1e823ba510b09cbb1358d5bb2437; claim locators search_retrieval_utilization_diagnosis, search_wasted_tail_diagnosis in paper/sources/claim-locators.json (SHA-256 2ff24c33b8cf569be8972dd5f886ea59fafcf50782fc8bd2541a092dac03f1ab); metadata receipt SHA-256 6bf6c654a65627adfa8670e664cb62c85f04977a17d5ef75bd744e232ee24e80",adaptive-round5 root-agent research
facet_evidence,procedural skills,,alphaxiv:2607.09195,Toward Auditable AI Scientists: A Hypothesis Evolution Protocol for LLM Agents,paper,recorded_full_read,FULL_PAPER_READ,"HEP externalizes hypotheses, evidence attachments, belief updates, and lifecycle states; a matched planning baseline lacks explicit belief revision, while the authors identify self-validation as a limitation.","The matched comparison has three runs per condition on materials tasks, and the same agent attaches and validates evidence.",Supplies explicit hypothesis/evidence lifecycle operations and motivates independent validation rather than self-attestation.,"Run a local matched, condition-blind study under the root-authored protocol; no prior-paper effect is a local result.",,,"paper/sources/adaptive-round5-source-receipts.json (SHA-256 fbac48165890d3d91213d96b3708bf32d3184434c68b2f036dadede958576510); paper/sources/reports/2607.09195.txt (21144 bytes; SHA-256 819bc6ce494d0f26b0bf56aef6b661421b1375eb70ee0691c6046b3be5c836a0); paper/sources/arxiv/2607.09195.tar.gz (1175798 bytes; SHA-256 6969b285a06f955b9f705d8c93db55e7ff58e1d0cac7eed257f5495634c3ffa5); extracted TeX: paper/sources/tex/2607.09195; members manifest SHA-256 d6b16deee359c7d4636df587c3e3cf766aed429ef234243f7ff97184a7f93155; claim locators hep_explicit_cycle_comparison, hep_self_validation_limit in paper/sources/claim-locators.json (SHA-256 2ff24c33b8cf569be8972dd5f886ea59fafcf50782fc8bd2541a092dac03f1ab); metadata receipt SHA-256 6bf6c654a65627adfa8670e664cb62c85f04977a17d5ef75bd744e232ee24e80",adaptive-round5 root-agent research
facet_evidence,evaluators,,github:ResearchClawBench,ResearchClawBench TaskRunner at 5bc7963f82b8,external primary code,pinned_primary_code,PRIMARY_SPEC_OR_CODE,"The pinned setup function copies released data and related work into the treatment workspace, while the inspected launch function runs a shell subprocess in that workspace with inherited environment state and does not itself create a filesystem sandbox.",This file does not establish whether a specific agent command or external runtime adds isolation elsewhere; prompt-level omission and workspace projection alone are not a verified hidden-target boundary.,Prelaunch evidence for the hidden-task release and leakage-probe requirements in Study A.,"Build a stricter release/capability sandbox and demonstrate failing-first traversal, link, environment, descriptor, cache, and evaluator-query probes.",EXTERNAL_ORACLE,pinned external runner evidence; no local isolation or efficacy claim,paper/sources/researchclawbench-runner-receipt.json (SHA-256 8bce2c9691174c07ef2420d50be9a2004384d4206029e5b4367192bf264946f0); paper/sources/code/ResearchClawBench/5bc7963f82b8cc4f13ea27e7524709e0d6a12a96/evaluation/run_task.py (SHA-256 6c693300a16bc4b56ac9c9e6fd4bed141d700214b1b3000f7206f8aad072da45); locators researchclaw_workspace_projection and researchclaw_subprocess_boundary_gap in paper/sources/claim-locators.json (SHA-256 5b4291fb278b1efc27f8e8bbc27496b6a825b082215a545f6c2ea418161a0e67),adaptive-round5 feasibility inspection
facet_evidence,tools,,alphaxiv:2605.18747,Code as Agent Harness,paper,recorded_full_read,FULL_PAPER_READ,"Code as Agent Harness organizes code-centered agent systems into interface, planning/memory/tool mechanisms, and multi-agent scaling, while listing verification, regression, shared-state, and oversight gaps.",Survey taxonomy rather than a causal comparison; it cannot establish that code action is better than other interfaces.,Concept source for executable code-action and code-artifact harness layers.,Use only as prior method/benchmark evidence; run matched local validation before any efficacy claim.,,,paper/sources/architecture-round6-source-receipts.json (SHA-256 74983de2a20a14d84d13309ab8214f4406b5f8db80b58b92d74a4ecc1453505b); paper/sources/reports/2605.18747.txt (20067 bytes; SHA-256 cbc6c0e95e34d5896717da3204fd93e2d7591f8a4c5b48f567828b7b24991c6f); paper/sources/arxiv/2605.18747.tar.gz (8049061 bytes; SHA-256 b444248370a1e61eb36a79a7fe8c2b6fe89caf916c71eb2d90b139facdd382ac); extracted TeX paper/sources/tex/2605.18747; member manifest f9970e2f475855a446e89482661d24b1439dd754ce13f92b1309cb55cee1f1e3; locators code_as_harness_layers in paper/sources/claim-locators.json (SHA-256 73f30fc8784205feef4c1c64357c3a54f72e3eff3f2aa27ca13bebe8572cbe1d),architecture-round6 root-agent research
facet_evidence,approval loops,,alphaxiv:2604.14228,Dive into Claude Code: The Design Space of Today's and Future AI Agent Systems,paper,recorded_full_read,FULL_PAPER_READ,"The source-level design-space study compares permission, compaction, extensibility, delegation, session, runtime, and context choices across three public agent systems.","Public source analysis and cross-system comparison, not a controlled effect study; product-specific details require own-source qualification.",Contrast source for the coding-harness differentiation matrix.,Use only as prior method/benchmark evidence; run matched local validation before any efficacy claim.,,,paper/sources/architecture-round6-source-receipts.json (SHA-256 74983de2a20a14d84d13309ab8214f4406b5f8db80b58b92d74a4ecc1453505b); paper/sources/reports/2604.14228.txt (20520 bytes; SHA-256 89ed82d0b8c25f4fcd6cbcc6d12058b2f1129c4479ef52a4ad2d75b5fe7b5c40); paper/sources/arxiv/2604.14228.tar.gz (598805 bytes; SHA-256 a5a60d2e85334db4fc0e3c200305afed08483da7884a6114988008eff0bd2a5d); extracted TeX paper/sources/tex/2604.14228; member manifest 970a05686d92607944d038104c8b40631f9b45a46ffbcaf9046a29a488bb9e67; locators claude_code_public_architecture_comparison in paper/sources/claim-locators.json (SHA-256 73f30fc8784205feef4c1c64357c3a54f72e3eff3f2aa27ca13bebe8572cbe1d),architecture-round6 root-agent research
facet_evidence,working context,,alphaxiv:2608.01964,LongHorizon-Harness: Advancing Long-Horizon Agents for Real-World Tasks,paper,recorded_full_read,FULL_PAPER_READ,"LongHorizon-Harness externalizes task state and alternates manager, fresh-context executor, and read-only auditor roles; it reports matched long-horizon benchmark effects.","Effects are scoped to listed models, backends, and benchmarks and do not establish autonomous research validity.",Prior mechanism for audited external task state and fresh execution contexts.,Use only as prior method/benchmark evidence; run matched local validation before any efficacy claim.,,,paper/sources/architecture-round6-source-receipts.json (SHA-256 74983de2a20a14d84d13309ab8214f4406b5f8db80b58b92d74a4ecc1453505b); paper/sources/reports/2608.01964.txt (21086 bytes; SHA-256 52fc4a883e41695e3a198ea73c5afabc75211855f651b7550b8138ca92c43003); paper/sources/arxiv/2608.01964.tar.gz (25204164 bytes; SHA-256 dddf85f34ae1f662deffbad1f1c2f2b4b3f1cd609b2bc6649c163c54d672dd48); extracted TeX paper/sources/tex/2608.01964; member manifest 140df27bec5b79f63bde72b9f0c4a39902175a7b8d78296bbad8f5660ec4216a; locators longhorizon_audited_state_transition in paper/sources/claim-locators.json (SHA-256 73f30fc8784205feef4c1c64357c3a54f72e3eff3f2aa27ca13bebe8572cbe1d),architecture-round6 root-agent research
facet_evidence,observability,,alphaxiv:2604.25850,Agentic Harness Engineering: Observability-Driven Automatic Evolution of Coding-Agent Harnesses,paper,recorded_full_read,FULL_PAPER_READ,"AHE defines component, experience, and decision observability, pairs edits with predictions, and reports iterative, transfer, and component-ablation results.",Published benchmark effects are prior work; affiliation and implementation identity are not the proposed system.,"Prior mechanism for component, trajectory, and decision observability.",Use only as prior method/benchmark evidence; run matched local validation before any efficacy claim.,,,paper/sources/architecture-round6-source-receipts.json (SHA-256 74983de2a20a14d84d13309ab8214f4406b5f8db80b58b92d74a4ecc1453505b); paper/sources/reports/2604.25850.txt (19528 bytes; SHA-256 868d964eda2662d426f96dbc41a1720d3b6bd4ee8933bd830812deb3db514e7e); paper/sources/arxiv/2604.25850.tar.gz (759953 bytes; SHA-256 dfb7e74a334e2c120f110a6e821b65f2a7d9d8cc1de948f3bc4001c735dd50b8); extracted TeX paper/sources/tex/2604.25850; member manifest 1a92010c5ef543e0f979123a258495e8187b30fc4ad550c2cb66aafc487fb368; locators ahe_observability_contract in paper/sources/claim-locators.json (SHA-256 73f30fc8784205feef4c1c64357c3a54f72e3eff3f2aa27ca13bebe8572cbe1d),architecture-round6 root-agent research
facet_evidence,protocols,,alphaxiv:2608.00267,LoopsBench: From Harness Engineering to Loop Engineering in Coding Agent Evaluation,paper,recorded_full_read,FULL_PAPER_READ,"LoopsBench represents long-horizon coding as dependency-DAG units with released-frontier tests, persistent regression obligations, and loop-trace metrics over 112 tasks.","The benchmark evaluates sustained coding loops, not scientific hypothesis quality or the proposed system.","Benchmark source for persistent goals, dependency state, regression obligations, and loop metrics.",Use only as prior method/benchmark evidence; run matched local validation before any efficacy claim.,,,paper/sources/architecture-round6-source-receipts.json (SHA-256 74983de2a20a14d84d13309ab8214f4406b5f8db80b58b92d74a4ecc1453505b); paper/sources/reports/2608.00267.txt (21857 bytes; SHA-256 dd6e0a33c222e3f42a29b0d25af56c7e5d20a3e253674559785eb5ebc6a22eb9); paper/sources/arxiv/2608.00267.tar.gz (1246828 bytes; SHA-256 bf1e31b410614dc9931297df6b1392713570c11aaba6b8473b07e8af21417b5d); extracted TeX paper/sources/tex/2608.00267; member manifest 767207886ce19672535221c506565a15b7ec455465520b0234aa0fc017581edb; locators loopsbench_dependency_loop_evaluation in paper/sources/claim-locators.json (SHA-256 73f30fc8784205feef4c1c64357c3a54f72e3eff3f2aa27ca13bebe8572cbe1d),architecture-round6 root-agent research
facet_evidence,working context,,alphaxiv:2608.21690,Context as an Environment: Programmatic Context Management for Long-Horizon Agents,paper,recorded_full_read,FULL_PAPER_READ,"Scroll treats history as an executable environment with append-only events, persistent sandboxed Python state, code-based materialization, printed working projections, and recoverable eviction.","Reported context results use its own backbones and benchmarks; local context fidelity, sandbox equivalence, and research-design effect are untested.",Direct programmatic-context and persistent-kernel anchor for area 7.,Use only as prior method/benchmark evidence; run matched local validation before any efficacy claim.,,,"paper/sources/architecture-round6-source-receipts.json (SHA-256 74983de2a20a14d84d13309ab8214f4406b5f8db80b58b92d74a4ecc1453505b); paper/sources/reports/2608.21690.txt (21748 bytes; SHA-256 c2e0e4c14dc7e05371644753085b49029f56ff388a77701e3729fe08ac5e98c4); paper/sources/arxiv/2608.21690.tar.gz (411824 bytes; SHA-256 04e149cc0bf9abcf0ca5de1aae2534ea98e539edda64977f6fbd3caa16602927); extracted TeX paper/sources/tex/2608.21690; member manifest 5f1260d5813208245dbb23b444987b197ecdcbc6810e420a3677f49e5a5f78e6; locators scroll_programmatic_context_environment, scroll_fail_closed_programmatic_surface in paper/sources/claim-locators.json (SHA-256 73f30fc8784205feef4c1c64357c3a54f72e3eff3f2aa27ca13bebe8572cbe1d)",architecture-round6 root-agent research
